[run number],SimplePond,last-day,birth_pulses,ini-tadpoles-per-pondpatch,Bd-inf-tadpoles-per-infpondpatch,inf-ponds,tad-mort,meta-mort,t-movement,m-land,baseline_smax,baseline_spn_clearance,baseline_est,baseline_shedding,v-efficacy,v-coverage,vaccination-day,relative_variation,natural_imm_efficacy,c_smax,c_clear,c_est,c_shedding,[step],count metamorphs,prop_deaths_due_to_bd,avg_spn_inten_metas,median_spn_inten_metas,metas_prev,aggregation_inten_metas,realized-coverage,total-zsp-density
1588,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.8,0,0.1,0,-2.303,0,0,0,90,121,0.453416149,44.26446281,33,1,54.83472118,0.8,97339
1589,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.9,0,0.1,0,-2.303,0,0,0,90,28,0.711779449,165.1071429,130.5,1,70.23109092,0.9,150820
1590,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,1,0,0.1,0,-2.303,0,0,0,90,0,0.803203661,0,0,0,0,1,153379
1591,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.1,0,0.1,0,-16.118,0,0,0,90,4,0.658119658,428,433.5,1,0.985981308,0.1,479533
1592,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.2,0,0.1,0,-16.118,0,0,0,90,26,0.690531178,405.7307692,411.5,1,3.196712485,0.2,506963
1593,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.3,0,0.1,0,-16.118,0,0,0,90,23,0.684782609,393.6521739,402,1,5.526477499,0.3,395128
1594,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.4,0,0.1,0,-16.118,0,0,0,90,110,0.628930818,243.2636364,219,1,33.95415244,0.4,244471
1595,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.5,0,0.1,0,-16.118,0,0,0,90,115,0.649350649,181.8086957,155,1,46.22005931,0.5,171428
1596,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.6,0,0.1,0,-16.118,0,0,0,90,106,0.572916667,15.21686747,6,0.896226415,44.65847865,0.6,32946
1597,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.7,0,0.1,0,-16.118,0,0,0,90,20,0.853092784,357.35,355,1,16.44982437,0.7,242649
1598,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.8,0,0.1,0,-16.118,0,0,0,90,0,0.949602122,0,0,0,0,0.8,318107
1599,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.9,0,0.1,0,-16.118,0,0,0,90,0,0.974811083,0,0,0,0,0.9,258412
1600,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,1,0,0.1,0,-16.118,0,0,0,90,0,0.955399061,0,0,0,0,1,66783
1601,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.1,0,0.1,0,-0.11,0,0,0,90,14,0.661498708,419.8571429,416,1,1.271442406,0.1,592340
1602,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.2,0,0.1,0,-0.11,0,0,0,90,148,0.355371901,328.7297297,329.5,1,13.36675241,0.2,425854
1603,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.3,0,0.1,0,-0.11,0,0,0,90,16,0.572390572,418.625,423,1,2.045386683,0.3,433281
1604,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.4,0,0.1,0,-0.11,0,0,0,90,0,0.699541284,0,0,0,0,0.4,702318
1605,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.5,0,0.1,0,-0.11,0,0,0,90,209,0.11440678,204.6889952,175,1,47.01510658,0.5,263067
1606,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.6,0,0.1,0,-0.11,0,0,0,90,75,0.537662338,340.7333333,351,1,7.546706362,0.6,515373
1607,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.7,0,0.1,0,-0.11,0,0,0,90,3,0.605194805,404.3333333,398,1,2.37510305,0.7,517907
1608,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.8,0,0.1,0,-0.11,0,0,0,90,197,0.149758454,201.8426396,175,1,35.12111916,0.8,258770
1609,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.9,0,0.1,0,-0.11,0,0,0,90,113,0.444794953,290.8053097,287,1,15.76507975,0.9,417706
