frogswab_ID,pond,treatment,swab1,year,before.after,infected
647_2021,HERONGCP,vaccine,28.66082788,2021,after,1
648_2021,HERONGCP,vaccine,0,2021,after,0
649_2021,HERONGCP,vaccine,8.869995177,2021,after,1
650_2021,HERONGCP,vaccine,0,2021,after,0
651_2021,HERONGCP,vaccine,0,2021,after,0
652_2021,HERONGCP,vaccine,0,2021,after,0
653_2021,HERONGCP,vaccine,0,2021,after,0
654_2021,HERONGCP,vaccine,0,2021,after,0
655_2021,HERONGCP,vaccine,0,2021,after,0
656_2021,HERONGCP,vaccine,0,2021,after,0
658_2021,HERONGCP,vaccine,0,2021,after,0
659_2021,HERONGCP,vaccine,3.113189153,2021,after,1
660_2021,HERONGCP,vaccine,0,2021,after,0
661_2021,HERONGCP,vaccine,21.29943222,2021,after,1
662_2021,HERONGCP,vaccine,0,2021,after,0
663_2021,HERONGCP,vaccine,0,2021,after,0
664_2021,HERONGCP,vaccine,18.73612553,2021,after,1
665_2021,HERONGCP,vaccine,5.956793949,2021,after,1
666_2021,HERONGCP,vaccine,13.1820783,2021,after,1
667_2021,HERONGCP,vaccine,0,2021,after,0
668_2021,HERONGCP,vaccine,12.61868179,2021,after,1
669_2021,HERONGCP,vaccine,0,2021,after,0
670_2021,HERONGCP,vaccine,10.19272432,2021,after,1
671_2021,HERONGCP,vaccine,0,2021,after,0
672_2021,HERONGCP,vaccine,0,2021,after,0
673_2021,HERONGCP,vaccine,0,2021,after,0
674_2021,HERONGCP,vaccine,0,2021,after,0
675_2021,HERONGCP,vaccine,0.116565754,2021,after,1
676_2021,HERONGCP,vaccine,0,2021,after,0
677_2021,HERONGCP,vaccine,15.81661403,2021,after,1
678_2021,HERONGCP,vaccine,2.620542794,2021,after,1
679_2021,HERONGCP,vaccine,0,2021,after,0
680_2021,HERONGCP,vaccine,21.19461745,2021,after,1
681_2021,HERONGCP,vaccine,0,2021,after,0
682_2021,HERONGCP,vaccine,0,2021,after,0
683_2021,HERONGCP,vaccine,0,2021,after,0
684_2021,UCTBOR,vaccine,213.3497,2021,after,1
685_2021,UCTBOR,vaccine,0,2021,after,0
686_2021,UCTBOR,vaccine,0,2021,after,0
687_2021,UCTBOR,vaccine,0,2021,after,0
688_2021,UCTBOR,vaccine,26.73989832,2021,after,1
689_2021,UCTBOR,vaccine,51.97762251,2021,after,1
690_2021,UCTBOR,vaccine,0,2021,after,0
691_2021,UCTBOR,vaccine,8.528315276,2021,after,1
692_2021,UCTBOR,vaccine,15.0601849,2021,after,1
693_2021,UCTBOR,vaccine,0,2021,after,0
694_2021,UCTBOR,vaccine,0,2021,after,0
695_2021,UCTBOR,vaccine,0,2021,after,0
696_2021,UCTBOR,vaccine,0,2021,after,0
697_2021,UCTBOR,vaccine,0,2021,after,0
698_2021,UCTBOR,vaccine,0,2021,after,0
699_2021,UCTBOR,vaccine,0,2021,after,0
700_2021,UCTBOR,vaccine,36.21969894,2021,after,1
701_2021,UCTBOR,vaccine,23.58625531,2021,after,1
702_2021,UCTBOR,vaccine,0,2021,after,0
703_2021,UCTBOR,vaccine,0,2021,after,0
704_2021,UCTBOR,vaccine,0,2021,after,0
705_2021,UCTBOR,vaccine,0,2021,after,0
706_2021,UCTBOR,vaccine,0,2021,after,0
707_2021,UCTBOR,vaccine,0,2021,after,0
708_2021,UCTBOR,vaccine,0,2021,after,0
709_2021,UCTBOR,vaccine,0,2021,after,0
710_2021,UCTBOR,vaccine,52.13546455,2021,after,1
711_2021,UCTBOR,vaccine,0,2021,after,0
712_2021,UCTBOR,vaccine,0,2021,after,0
713_2021,UCTBOR,vaccine,41.41140729,2021,after,1
714_2021,UCTBOR,vaccine,0,2021,after,0
715_2021,UCTBOR,vaccine,0,2021,after,0
716_2021,UCTBOR,vaccine,0,2021,after,0
717_2021,UCTBOR,vaccine,0,2021,after,0
718_2021,UCTBOR,vaccine,30.46386167,2021,after,1
719_2021,UCTBOR,vaccine,41.50696993,2021,after,1
720_2021,UCTBOR,vaccine,0.074964765,2021,after,1
721_2021,UCTBOR,vaccine,0.754894176,2021,after,1
1585_2021,CA-PIG,sham,59.07304287,2021,after,1
1586_2021,CA-PIG,sham,0,2021,after,0
1587_2021,CA-PIG,sham,0,2021,after,0
1588_2021,CA-PIG,sham,0,2021,after,0
1589_2021,CA-PIG,sham,0,2021,after,0
1590_2021,CA-PIG,sham,0,2021,after,0
1591_2021,CA-PIG,sham,0,2021,after,0
1592_2021,CA-PIG,sham,0,2021,after,0
1593_2021,CA-PIG,sham,0,2021,after,0
1594_2021,CA-PIG,sham,0,2021,after,0
1595_2021,CA-PIG,sham,0,2021,after,0
1596_2021,CA-PIG,sham,0,2021,after,0
1597_2021,CA-PIG,sham,212.867099,2021,after,1
1598_2021,CA-PIG,sham,0,2021,after,0
1599_2021,CA-PIG,sham,39.00649399,2021,after,1
1600_2021,CA-PIG,sham,96.95879817,2021,after,1
1601_2021,CA-PIG,sham,5.784080923,2021,after,1
1602_2021,CA-PIG,sham,32.77987987,2021,after,1
1603_2021,CA-PIG,sham,103.1633645,2021,after,1
1604_2021,CA-PIG,sham,0,2021,after,0
1605_2021,CA-PIG,sham,0,2021,after,0
1606_2021,CA-PIG,sham,0,2021,after,0
1607_2021,CA-PIG,sham,0,2021,after,0
1608_2021,CA-PIG,sham,0,2021,after,0
1797_2021,CABINBOR,sham,0,2021,after,0
1798_2021,CABINBOR,sham,0,2021,after,0
1799_2021,CABINBOR,sham,0,2021,after,0
1800_2021,CABINBOR,sham,0,2021,after,0
1801_2021,CABINBOR,sham,34.12476853,2021,after,1
1802_2021,CABINBOR,sham,0,2021,after,0
1803_2021,CABINBOR,sham,0,2021,after,0
1804_2021,CABINBOR,sham,0,2021,after,0
1805_2021,CABINBOR,sham,0,2021,after,0
1806_2021,CABINBOR,sham,0,2021,after,0
1807_2021,CABINBOR,sham,1.853944687,2021,after,1
1808_2021,CABINBOR,sham,71.04591429,2021,after,1
1809_2021,CABINBOR,sham,0,2021,after,0
1810_2021,CABINBOR,sham,0,2021,after,0
1811_2021,CABINBOR,sham,0,2021,after,0
1812_2021,CABINBOR,sham,0,2021,after,0
1813_2021,CABINBOR,sham,0,2021,after,0
1814_2021,CABINBOR,sham,0,2021,after,0
1815_2021,CABINBOR,sham,32.52915591,2021,after,1
1816_2021,CABINBOR,sham,0,2021,after,0
1817_2021,CABINBOR,sham,0,2021,after,0
1818_2021,CABINBOR,sham,0,2021,after,0
1819_2021,CABINBOR,sham,0,2021,after,0
1820_2021,CABINBOR,sham,0,2021,after,0
1821_2021,CABINBOR,sham,0,2021,after,0
1822_2021,CABINBOR,sham,0,2021,after,0
1823_2021,CABINBOR,sham,0,2021,after,0
1824_2021,CABINBOR,sham,0,2021,after,0
1825_2021,CABINBOR,sham,0,2021,after,0
1826_2021,CABINBOR,sham,0,2021,after,0
1827_2021,CABINBOR,sham,0,2021,after,0
1828_2021,CABINBOR,sham,0,2021,after,0
1829_2021,CABINBOR,sham,0,2021,after,0
1830_2021,CABINBOR,sham,7.348750904,2021,after,1
1831_2021,CABINBOR,sham,0,2021,after,0
1832_2021,CABINBOR,sham,73.28948379,2021,after,1
1833_2021,CABINBOR,sham,216.6783571,2021,after,1
1834_2021,CABINBOR,sham,0,2021,after,0
1835_2021,CABINBOR,sham,0,2021,after,0
1836_2021,CABINBOR,sham,0,2021,after,0
1837_2021,CABINBOR,sham,0,2021,after,0
1838_2021,CABINBOR,sham,0,2021,after,0
1839_2021,CABINBOR,sham,0,2021,after,0
1840_2021,PPKBOR,vaccine,0,2021,after,0
1841_2021,PPKBOR,vaccine,0,2021,after,0
1842_2021,PPKBOR,vaccine,0,2021,after,0
1843_2021,PPKBOR,vaccine,0,2021,after,0
1844_2021,PPKBOR,vaccine,0,2021,after,0
1845_2021,PPKBOR,vaccine,0,2021,after,0
1846_2021,PPKBOR,vaccine,0,2021,after,0
1847_2021,PPKBOR,vaccine,0,2021,after,0
1848_2021,PPKBOR,vaccine,0,2021,after,0
1849_2021,PPKBOR,vaccine,0,2021,after,0
1850_2021,PPKBOR,vaccine,0,2021,after,0
1851_2021,PPKBOR,vaccine,0,2021,after,0
1852_2021,PPKBOR,vaccine,0,2021,after,0
1853_2021,PPKBOR,vaccine,0,2021,after,0
1854_2021,PPKBOR,vaccine,408.2876444,2021,after,1
1855_2021,PPKBOR,vaccine,372.9319096,2021,after,1
1856_2021,PPKBOR,vaccine,0,2021,after,0
1857_2021,PPKBOR,vaccine,0,2021,after,0
1858_2021,PPKBOR,vaccine,0,2021,after,0
1859_2021,PPKBOR,vaccine,0,2021,after,0
1860_2021,PPKBOR,vaccine,25.30890405,2021,after,1
1861_2021,PPKBOR,vaccine,0,2021,after,0
1862_2021,PPKBOR,vaccine,0,2021,after,0
1863_2021,PPKBOR,vaccine,0,2021,after,0
1905_2021,CA-MANZA,vaccine,150.64888,2021,after,1
1906_2021,CA-MANZA,vaccine,0,2021,after,0
1907_2021,CA-MANZA,vaccine,0,2021,after,0
1908_2021,CA-MANZA,vaccine,21.9664,2021,after,1
1909_2021,CA-MANZA,vaccine,0,2021,after,0
1910_2021,CA-MANZA,vaccine,136.1064613,2021,after,1
1911_2021,CA-MANZA,vaccine,4558.759403,2021,after,1
1912_2021,CA-MANZA,vaccine,24.25930426,2021,after,1
1913_2021,NTALKGCP,sham,50.17557442,2021,after,1
1914_2021,NTALKGCP,sham,0,2021,after,0
1915_2021,NTALKGCP,sham,354.2053699,2021,after,1
1916_2021,NTALKGCP,sham,0,2021,after,0
1917_2021,NTALKGCP,sham,0,2021,after,0
1918_2021,NTALKGCP,sham,0,2021,after,0
1919_2021,NTALKGCP,sham,0,2021,after,0
1920_2021,NTALKGCP,sham,85.13031006,2021,after,1
1921_2021,NTALKGCP,sham,0,2021,after,0
1922_2021,NTALKGCP,sham,209.804821,2021,after,1
1923_2021,NTALKGCP,sham,0.307698757,2021,after,1
1924_2021,NTALKGCP,sham,0,2021,after,0
1925_2021,NTALKGCP,sham,118.5097039,2021,after,1
1926_2021,NTALKGCP,sham,0,2021,after,0
1927_2021,NTALKGCP,sham,0,2021,after,0
1928_2021,YBBA,sham,0,2021,after,0
1929_2021,YBBA,sham,0,2021,after,0
1930_2021,YBBA,sham,0,2021,after,0
1931_2021,YBBA,sham,0,2021,after,0
1932_2021,YBBA,sham,0,2021,after,0
1933_2021,YBBA,sham,0,2021,after,0
1934_2021,YBBA,sham,0,2021,after,0
1935_2021,YBBA,sham,0,2021,after,0
1936_2021,YBBA,sham,0,2021,after,0
1937_2021,YBBA,sham,0,2021,after,0
1938_2021,YBBA,sham,0,2021,after,0
1939_2021,YBBA,sham,0,2021,after,0
1940_2021,YBBA,sham,0,2021,after,0
1941_2021,YBBA,sham,0,2021,after,0
1942_2021,YBBA,sham,0,2021,after,0
1943_2021,YBBA,sham,0,2021,after,0
1944_2021,YBBA,sham,0,2021,after,0
1945_2021,YBBA,sham,0,2021,after,0
1946_2021,YBBA,sham,0,2021,after,0
1947_2021,YBBA,sham,0,2021,after,0
1948_2021,YBBA,sham,0,2021,after,0
1949_2021,YBBA,sham,141.2210852,2021,after,1
1950_2021,GRAMPBOR,sham,0,2021,after,0
1951_2021,GRAMPBOR,sham,0,2021,after,0
1952_2021,GRAMPBOR,sham,0,2021,after,0
1953_2021,GRAMPBOR,sham,0,2021,after,0
1954_2021,GRAMPBOR,sham,0,2021,after,0
1955_2021,GRAMPBOR,sham,0,2021,after,0
1956_2021,GRAMPBOR,sham,60.49406826,2021,after,1
1957_2021,GRAMPBOR,sham,0,2021,after,0
1958_2021,GRAMPBOR,sham,0,2021,after,0
1959_2021,GRAMPBOR,sham,5.353512056,2021,after,1
1960_2021,GRAMPBOR,sham,0,2021,after,0
1961_2021,GRAMPBOR,sham,0,2021,after,0
1962_2021,GRAMPBOR,sham,0,2021,after,0
1963_2021,GRAMPBOR,sham,0,2021,after,0
1964_2021,GRAMPBOR,sham,0,2021,after,0
1965_2021,GRAMPBOR,sham,0,2021,after,0
1966_2021,GRAMPBOR,sham,0,2021,after,0
1967_2021,GRAMPBOR,sham,0,2021,after,0
1968_2021,GRAMPBOR,sham,0,2021,after,0
1969_2021,GRAMPBOR,sham,0,2021,after,0
1970_2021,GRAMPBOR,sham,0,2021,after,0
1971_2021,GRAMPBOR,sham,0,2021,after,0
1972_2021,GRAMPBOR,sham,0,2021,after,0
1973_2021,GRAMPBOR,sham,0,2021,after,0
1974_2021,GRAMPBOR,sham,0,2021,after,0
1975_2021,GRAMPBOR,sham,0,2021,after,0
1976_2021,GRAMPBOR,sham,0,2021,after,0
1977_2021,GRAMPBOR,sham,0,2021,after,0
1978_2021,GRAMPBOR,sham,0,2021,after,0
1979_2021,GRAMPBOR,sham,0,2021,after,0
1980_2021,GRAMPBOR,sham,0,2021,after,0
1981_2021,GRAMPBOR,sham,0,2021,after,0
1982_2021,GRAMPBOR,sham,0,2021,after,0
1983_2021,GRAMPBOR,sham,0,2021,after,0
1984_2021,GRAMPBOR,sham,0,2021,after,0
1985_2021,NORTHGCP,vaccine,44.55078542,2021,after,1
1986_2021,NORTHGCP,vaccine,0,2021,after,0
1987_2021,NORTHGCP,vaccine,0,2021,after,0
1988_2021,NORTHGCP,vaccine,0,2021,after,0
1989_2021,NORTHGCP,vaccine,0,2021,after,0
1990_2021,NORTHGCP,vaccine,0,2021,after,0
1991_2021,NORTHGCP,vaccine,0,2021,after,0
1992_2021,NORTHGCP,vaccine,23.69192317,2021,after,1
1993_2021,NORTHGCP,vaccine,0,2021,after,0
1994_2021,NORTHGCP,vaccine,0,2021,after,0
1995_2021,NORTHGCP,vaccine,0,2021,after,0
1996_2021,NORTHGCP,vaccine,184.8762453,2021,after,1
1997_2021,NORTHGCP,vaccine,0,2021,after,0
1998_2021,NORTHGCP,vaccine,0,2021,after,0
1999_2021,NORTHGCP,vaccine,0,2021,after,0
2000_2021,NORTHGCP,vaccine,0,2021,after,0
2001_2021,NORTHGCP,vaccine,0,2021,after,0
2002_2021,NORTHGCP,vaccine,0,2021,after,0
2003_2021,NORTHGCP,vaccine,0,2021,after,0
2004_2021,NORTHGCP,vaccine,0,2021,after,0
2005_2021,NORTHGCP,vaccine,0,2021,after,0
2006_2021,NORTHGCP,vaccine,0,2021,after,0
2007_2021,NORTHGCP,vaccine,0,2021,after,0
2008_2021,NORTHGCP,vaccine,76.52113438,2021,after,1
2009_2021,NORTHGCP,vaccine,0,2021,after,0
2010_2021,NORTHGCP,vaccine,0,2021,after,0
2011_2021,NORTHGCP,vaccine,0,2021,after,0
2012_2021,NORTHGCP,vaccine,0,2021,after,0
2013_2021,NORTHGCP,vaccine,0,2021,after,0
2014_2021,NORTHGCP,vaccine,0,2021,after,0
2015_2021,NORTHGCP,vaccine,27.94311941,2021,after,1
2016_2021,NORTHGCP,vaccine,0,2021,after,0
2017_2021,NORTHGCP,vaccine,0,2021,after,0
2018_2021,NORTHGCP,vaccine,0,2021,after,0
2019_2021,NORTHGCP,vaccine,0,2021,after,0
2020_2021,NORTHGCP,vaccine,0,2021,after,0
2021_2021,NORTHGCP,vaccine,0,2021,after,0
2022_2021,NORTHGCP,vaccine,0,2021,after,0
2023_2021,NORTHGCP,vaccine,0,2021,after,0
2043_2021,CA-MANZA,vaccine,0,2021,after,0
2044_2021,CA-MANZA,vaccine,0,2021,after,0
2045_2021,CA-MANZA,vaccine,36.92882136,2021,after,1
2046_2021,CA-MANZA,vaccine,0,2021,after,0
2047_2021,CA-MANZA,vaccine,0,2021,after,0
2048_2021,CA-MANZA,vaccine,48.83024096,2021,after,1
2049_2021,CA-MANZA,vaccine,0,2021,after,0
2050_2021,CA-MANZA,vaccine,0,2021,after,0
2051_2021,CA-MANZA,vaccine,0,2021,after,0
2052_2021,CA-MANZA,vaccine,0,2021,after,0
2053_2021,CA-MANZA,vaccine,0,2021,after,0
2054_2021,CA-MANZA,vaccine,0,2021,after,0
2169_2021,CA-PIG,sham,0,2021,after,0
2170_2021,CA-PIG,sham,8.622555435,2021,after,1
2171_2021,CA-PIG,sham,0,2021,after,0
2172_2021,CA-PIG,sham,0,2021,after,0
2173_2021,CA-PIG,sham,0,2021,after,0
2174_2021,YBBA,sham,0,2021,after,0
2175_2021,YBBA,sham,0,2021,after,0
2176_2021,YBBA,sham,0,2021,after,0
2177_2021,YBBA,sham,0,2021,after,0
2178_2021,YBBA,sham,0,2021,after,0
2179_2021,YBBA,sham,0,2021,after,0
2180_2021,PPKBOR,vaccine,0,2021,after,0
2181_2021,PPKBOR,vaccine,0,2021,after,0
2182_2021,PPKBOR,vaccine,6.457673758,2021,after,1
2183_2021,PPKBOR,vaccine,0,2021,after,0
2184_2021,PPKBOR,vaccine,0,2021,after,0
2185_2021,PPKBOR,vaccine,2.5930278,2021,after,1
2186_2021,PPKBOR,vaccine,0,2021,after,0
2187_2021,PPKBOR,vaccine,0,2021,after,0
2188_2021,PPKBOR,vaccine,0,2021,after,0
2189_2021,PPKBOR,vaccine,2.924779058,2021,after,1
2190_2021,PPKBOR,vaccine,0,2021,after,0
2191_2021,PPKBOR,vaccine,37.93682456,2021,after,1
2192_2021,PPKBOR,vaccine,22.69919664,2021,after,1
2193_2021,PPKBOR,vaccine,0,2021,after,0
2194_2021,PPKBOR,vaccine,0,2021,after,0
2195_2021,PPKBOR,vaccine,0,2021,after,0
2196_2021,PPKBOR,vaccine,89.25267458,2021,after,1
2197_2021,PPKBOR,vaccine,0,2021,after,0
2198_2021,PPKBOR,vaccine,0,2021,after,0
2199_2021,PPKBOR,vaccine,0,2021,after,0
2224_2021,WASHGCP,sham,0,2021,after,0
2225_2021,WASHGCP,sham,0,2021,after,0
2226_2021,WASHGCP,sham,0,2021,after,0
2227_2021,WASHGCP,sham,0,2021,after,0
2228_2021,WASHGCP,sham,0,2021,after,0
2229_2021,WASHGCP,sham,0,2021,after,0
2230_2021,WASHGCP,sham,0,2021,after,0
2231_2021,WASHGCP,sham,0,2021,after,0
2232_2021,WASHGCP,sham,0,2021,after,0
2233_2021,WASHGCP,sham,0,2021,after,0
2234_2021,WASHGCP,sham,0,2021,after,0
2235_2021,WASHGCP,sham,0,2021,after,0
2236_2021,WASHGCP,sham,0,2021,after,0
2237_2021,WASHGCP,sham,0,2021,after,0
2238_2021,WASHGCP,sham,0,2021,after,0
2239_2021,WASHGCP,sham,0,2021,after,0
2240_2021,WASHGCP,sham,0,2021,after,0
2241_2021,WASHGCP,sham,0,2021,after,0
2242_2021,WASHGCP,sham,0,2021,after,0
2243_2021,WASHGCP,sham,0,2021,after,0
2244_2021,WASHGCP,sham,14.37615901,2021,after,1
2245_2021,WASHGCP,sham,0,2021,after,0
2246_2021,WASHGCP,sham,0,2021,after,0
2247_2021,WASHGCP,sham,0,2021,after,0
2248_2021,WASHGCP,sham,0,2021,after,0
2249_2021,WASHGCP,sham,0,2021,after,0
2250_2021,WASHGCP,sham,0,2021,after,0
2251_2021,WASHGCP,sham,8.494848013,2021,after,1
2252_2021,WASHGCP,sham,0,2021,after,0
2253_2021,WASHGCP,sham,0,2021,after,0
2254_2021,WASHGCP,sham,0,2021,after,0
2255_2021,WASHGCP,sham,0,2021,after,0
2256_2021,WASHGCP,sham,0,2021,after,0
2257_2021,WASHGCP,sham,0,2021,after,0
